currentId,title,overview,genres,runtime,releaseDate,posterPath
535,Belle de Jour,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.","Drama, Romance",101.0,1967-05-24,https://flixpatrol.com/runtime/cache/files/posters/g/w350/rHvKWARrhNwSjbTMJrn5v4LtUJE.jpg
549,Clockers,"Strike is a young city drug pusher under the tutelage of drug-lord Rodney Little.When a night man at a fast-food restaurant is found with four bullets in his body, Strike's older brother turns himself in as the killer. Det. Rocco Klein doesn't buy the story, however, and sets out to find the truth, and it seems that all the fingers point toward Strike &amp; Rodney.","Mystery, Crime, Drama",128.0,1995-09-15,https://flixpatrol.com/runtime/cache/files/posters/g/w350/ugGhvQoGBrefqmkeBvBgT4YVCRk.jpg
551,Congo,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.","Action, Adventure, Drama, Mystery, Thriller",109.0,1995-06-09,https://flixpatrol.com/runtime/cache/files/posters/g/w350/wjeQaiAApgzdipkNXhQnBrqjBY9.jpg
555,Crimson Tide,"On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.","Action, Thriller, Drama",116.0,1995-05-12,https://flixpatrol.com/runtime/cache/files/posters/g/w350/oDJyDX11HW4j565vUjmFagKxDTQ.jpg
562,Desperado,A gunslinger is embroiled in a war with a local drug runner.,"Thriller, Action, Crime",104.0,1995-08-25,https://flixpatrol.com/runtime/cache/files/posters/g/w350/7eVo5DbP7gcsDzHcpRCTA6JAuF2.jpg
574,Devil in a Blue Dress,"In late 1940s Los Angeles, Easy Rawlins is an unemployed black World War II veteran with few job prospects. At a bar, Easy meets DeWitt Albright, a mysterious white man looking for someone to investigate the disappearance of a missing white woman named Daphne Monet, who he suspects is hiding out in one of the city's black jazz clubs. Strapped for money and facing house payments, Easy takes the job, but soon finds himself in over his head.","Drama, Mystery, Thriller",102.0,1995-09-15,https://flixpatrol.com/runtime/cache/files/posters/g/w350/z0Boi5LktVxDMFnpyAqQEnYfPtM.jpg
586,Die Hard: With a Vengeance,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.","Action, Thriller",128.0,1995-05-19,https://flixpatrol.com/runtime/cache/files/posters/g/w350/ivpXGcsPZglyYrN65THWSD7JM3q.jpg
590,Free Willy 2 - The Adventure Home,Jesse becomes reunited with Willy three years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.,Adventure,95.0,1995-07-19,https://flixpatrol.com/runtime/cache/files/posters/g/w350/yLyyjm4m3fSvbazyFv4RtUnb2uQ.jpg
597,Judge Dredd,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",Science Fiction,96.0,1995-06-30,https://flixpatrol.com/runtime/cache/files/posters/g/w350/r17S4XlQ3Jq5U1KRovFUwU8P4aG.jpg
628,Living in Oblivion,Film about filmmaking. It takes place during one day on set of non-budget movie. Ultimate tribute to all independent filmmakers.,"Drama, Comedy",89.0,1995-01-20,https://flixpatrol.com/runtime/cache/files/posters/g/w350/sWWb7tX3eEX7M0B7t89Gh9rDctX.jpg
647,Lord of Illusions,"During a routine case in L.A., NY private investigator Harry D'Amour stumbles over members of a fanatic cult who are preparing for the resurrection of their leader Nix, a powerful magician who was killed 13 years earlier.","Mystery, Horror, Thriller",119.0,1995-08-25,https://flixpatrol.com/runtime/cache/files/posters/g/w350/9pwdoUes8V8ntTetsKtv2ThGeIm.jpg
680,Mute Witness,"Billy is mute, but it hasn't kept her from becoming a successful makeup artist. While in Russia, working on a film directed by her sister's boyfriend, Andy, Billy finds herself trapped in the studio one night and is horrified to see a snuff film being made. Billy escapes and, with the help of her sister, Kate, alerts authorities about what she saw. Unfortunately, in doing so, she makes an enemy of the Russian mafia, who funded the snuff film.","Thriller, Foreign",95.0,1995-09-28,https://flixpatrol.com/runtime/cache/files/posters/g/w350/1AJujK1IjuyxvIG8pjmef9qJsnQ.jpg
708,Nadja,"This ultra-hip, post-modern vampire tale is set in contemporary New York City. Members of a dysfunctional family of vampires are trying to come to terms with each other, in the wake of their father's death. Meanwhile, they are being hunted by Dr. Van Helsing and his hapless nephew. As in all good vampire movies, forces of love are pitted against forces of destruction.","Horror, Thriller",93.0,1994-09-13,https://flixpatrol.com/runtime/cache/files/posters/g/w350/bRz2J0jlMgczJptX0Atzo9l70Bd.jpg
733,Showgirls,A young drifter named Nomi arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become a top showgirl.,Drama,128.0,1995-09-22,https://flixpatrol.com/runtime/cache/files/posters/g/w350/7O2SxrsXYaGFZ5cZgJF0Ab5SV5J.jpg
736,Smoke,"Writer Paul Benjamin is nearly hit by a bus when he leaves Auggie Wren's smoke shop. Stranger Rashid Cole  saves his life, and soon middle-aged Paul tells homeless Rashid that he wouldn't mind a short-term housemate. Still grieving over his wife's murder, Paul is moved by both Rashid's quest to reconnect with his father and Auggie's discovery that a woman who might be his daughter is about to give birth.","Comedy, Drama",112.0,1995-06-09,https://flixpatrol.com/runtime/cache/files/posters/g/w350/dku3aLprH3j1ilSsubW9Pbgfe0y.jpg
745,Something to Talk About,"In one of her best-ever roles, Julia Roberts is Grace, whose reaction to the infidelities of Eddie (Dennis Quaid) turns the lives and loves of the people around her into something like falling dominoes. Robert Duvall, Gena Rowlands, Kyra Sedgwick and others in ""the year's best ensemble of characters"" (Jack Matthews, 'Newsday') co-star in this juicy, truthful story written by Callie Khouri",Comedy,106.0,1995-08-04,https://flixpatrol.com/runtime/cache/files/posters/g/w350/p9qioRaQblGXemFRQSwo8TpikVJ.jpg
748,Species,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.","Horror, Action",108.0,1995-07-07,https://flixpatrol.com/runtime/cache/files/posters/g/w350/94P6kzKH8aPmQmPr9yZjgy7BtQQ.jpg
762,Strange Days,"Set in the year 1999 during the last days of the old millennium, the movie tells the story of Lenny Nero, an ex-cop who now deals with data-discs containing recorded memories and emotions. One day he receives a disc which contains the memories of a murderer killing a prostitute. Lenny investigates and is pulled deeper and deeper in a whirl of blackmail, murder and rape. Will he survive and solve the case?","Crime, Drama, Thriller",145.0,1995-10-13,https://flixpatrol.com/runtime/cache/files/posters/g/w350/rXvy5hG9OeVmgnv9w4IhQxhqEKD.jpg
784,Three Wishes,"While Jane Holman (Mastrantonio) is driving with her two sons, she accidentally runs into a drifter, Jack McCloud (Swayze), who breaks his leg. Being responsible,  Jane invites Jack, and his dog, to stay at her home until his leg has healed.  Jack struggles to adapt their lifestyle, and finds himself loved by the family. He starts teaching baseball to Tom, who misses his father, who was lost in the Korean war. Jack and Tom develop a strong bond of friendship. Meanwhile, Gunny believes that there is more to Jack and Betty Jane than meets the eye...  We learn that Jack, is Jack McCloud, a Star White Socks baseball player in 1941, who dropped out of the league, after his first season, and; ""was never heard from again"" ...  A wonderful story.  We witness magic between a boy's imagination, and Jack's dog, and are never sure if we are witnessing imagination or magic by the dog.  A story of friendship, family, and learning that life isn't always as cut and dried as we often believe.","Drama, Fantasy",115.0,1995-10-27,https://flixpatrol.com/runtime/cache/files/posters/g/w350/ub79b63JJV4oeHwomSy5OS5fVsr.jpg
788,Under Siege 2: Dark Territory,"A passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. He has planned to blow up Washington DC and only one man can stop him, former Navy SEAL Casey Ryback.","Action, Thriller",100.0,1995-07-13,https://flixpatrol.com/runtime/cache/files/posters/g/w350/6Z1p71nkm45cYuIZWOx5JSCYc0o.jpg
800,Unzipped,"Using a variety of cinematographic techniques, the world of high- profile fashion designer Issac Mizrahi is portrayed as being driven by excitement and creativity, despite the concomitant chaos and cacophony. Mizrahi's frenzied genius and rollercoaster emotions paint a humorous and personal portrait of a brilliant designer. Famous ""SuperModels"", actors, and actresses populate Issac's rarified world, but Douglas Keeve's cameras capture the stress and turbulence beneath the placid coolness of glamour. Written by Tad Dibbern",Documentary,73.0,1995-08-11,https://flixpatrol.com/runtime/cache/files/posters/g/w350/5fY5iN8mUBLdd4fmcXwdTqAZ9Sx.jpg
802,A Walk in the Clouds,World War II vet Paul Sutton falls for a pregnant and unwed woman who persuades him -- during their first encounter -- to pose as her husband so she can face her family.,"Drama, Romance",103.0,1995-08-11,https://flixpatrol.com/runtime/cache/files/posters/g/w350/iZ4FNVYVUx6NS7HXMiNJTGgSo7H.jpg
803,Waterworld,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back.","Adventure, Action",135.0,1995-07-28,https://flixpatrol.com/runtime/cache/files/posters/g/w350/yordVJcPLh3VNRL7bXzFIBEhXRr.jpg
851,Before the Rain,"The circularity of violence seen in a story that circles on itself. In Macedonia, during war in Bosnia, Christians hunt an ethnic Albanian girl who may have murdered one of their own. A young monk who's taken a vow of silence offers her protection. In London, a photographic editor who's pregnant needs to talk it out with her estranged husband and chooses a toney restaurant.","Drama, War",113.0,1994-06-09,https://flixpatrol.com/runtime/cache/files/posters/g/w350/aIll5MvOZmUCmiwuGWMlaHRj2gj.jpg
858,Before Sunrise,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.","Drama, Romance",105.0,1995-01-27,https://flixpatrol.com/runtime/cache/files/posters/g/w350/jsQy4ZbPHA8hE2O6QU05PpofI61.jpg
866,Billy Madison,"Billy Madison is the 27 year-old son of Bryan Madison, a very rich man who has made his living in the hotel industry. Billy stands to inherit his father's empire but only if he can make it through all 12 grades, 2 weeks per grade, to prove that he has what it takes to run the family business.",Comedy,89.0,1995-02-10,https://flixpatrol.com/runtime/cache/files/posters/g/w350/5mP8F0NYSVrwrlWRCSD4uywMNnX.jpg
903,Boys on the Side,"After breaking up with her girlfriend, a nightclub singer, Jane, answers a personal ad from Robin, a real estate agent with AIDS, seeking a cross-country travel partner. On their journey from New York City to Los Angeles, the two stop by Pittsburgh to pick up Robin's friend Holly, who is trying to escape an abusive relationship. With three distinct personalities, the women must overcome their differences to help one another.","Comedy, Drama",115.0,1995-02-03,https://flixpatrol.com/runtime/cache/files/posters/g/w350/dcgbt8FkRLvQjaheVlylPSQeTKC.jpg
908,Circle of Friends,"'Circle Of Friends' is set in 1950's Ireland. The movie focuses on Benny Hogan and her best friend, Eve Malone. The story centers around Benny and Eve as they enter student life at University College, Dublin. Here Benny and Eve reunite with their childhood friend, the ice-cool Nan Mahon, the 'college belle'. They also encounter the handsome and charming Jack Foley, whom Benny quickly falls for.","Drama, Family, Romance",103.0,1995-03-16,https://flixpatrol.com/runtime/cache/files/posters/g/w350/6T3hCdOWU49Y0hmuzceARU5yS5x.jpg
